license_num,status,license_type,issued,expires,business_name,dba_name,license_description,applicant,manager,day_phone,evening_phone,tot_capacity,fee_amt,capacity,end_time,unit_type,numberofunits,address,city,state,zip,neighborhood,police_dist,gpsx,gpsy
CAL-132895,Active,Night Club,9/12/14,12/31/22,"MRJ, Inc.",Hub Pub,1 FLOOR SHOW IS TO CONSIST COMEDIAN ONLY 2 CAPACITY MEZZANINE 80 PERSONS 3 FIRST 70 4 INSTRUMENTAL VOCAL MUSIC NOT EXCEED FIVE 5 PERFORMERS,Michael Zeghibe,Michael Zeghibe,N/A,N/A,150,0,150,2:00 AM,Dancing by Patrons,1,18-   Province ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775205,2955520
CAL-132895,Active,Night Club,9/12/14,12/31/22,"MRJ, Inc.",Hub Pub,1 FLOOR SHOW IS TO CONSIST COMEDIAN ONLY 2 CAPACITY MEZZANINE 80 PERSONS 3 FIRST 70 4 INSTRUMENTAL VOCAL MUSIC NOT EXCEED FIVE 5 PERFORMERS,Michael Zeghibe,Michael Zeghibe,N/A,N/A,150,0,0,2:00 AM,Instrumental/Vocal,5,18-   Province ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775205,2955520
CAL-132895,Active,Night Club,9/12/14,12/31/22,"MRJ, Inc.",Hub Pub,1 FLOOR SHOW IS TO CONSIST COMEDIAN ONLY 2 CAPACITY MEZZANINE 80 PERSONS 3 FIRST 70 4 INSTRUMENTAL VOCAL MUSIC NOT EXCEED FIVE 5 PERFORMERS,Michael Zeghibe,Michael Zeghibe,N/A,N/A,150,0,N/A,2:00 AM,Disc Jockey,1,18-   Province ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775205,2955520
CAL-132895,Active,Night Club,9/12/14,12/31/22,"MRJ, Inc.",Hub Pub,1 FLOOR SHOW IS TO CONSIST COMEDIAN ONLY 2 CAPACITY MEZZANINE 80 PERSONS 3 FIRST 70 4 INSTRUMENTAL VOCAL MUSIC NOT EXCEED FIVE 5 PERFORMERS,Michael Zeghibe,Michael Zeghibe,N/A,N/A,150,0,N/A,2:00 AM,Floor Show,1,18-   Province ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775205,2955520
CAL-132895,Active,Night Club,9/12/14,12/31/22,"MRJ, Inc.",Hub Pub,1 FLOOR SHOW IS TO CONSIST COMEDIAN ONLY 2 CAPACITY MEZZANINE 80 PERSONS 3 FIRST 70 4 INSTRUMENTAL VOCAL MUSIC NOT EXCEED FIVE 5 PERFORMERS,Michael Zeghibe,Michael Zeghibe,N/A,N/A,150,0,N/A,2:00 AM,Cassette/CD Player,1,18-   Province ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775205,2955520
CAL-132895,Active,Night Club,9/12/14,12/31/22,"MRJ, Inc.",Hub Pub,1 FLOOR SHOW IS TO CONSIST COMEDIAN ONLY 2 CAPACITY MEZZANINE 80 PERSONS 3 FIRST 70 4 INSTRUMENTAL VOCAL MUSIC NOT EXCEED FIVE 5 PERFORMERS,Michael Zeghibe,Michael Zeghibe,N/A,N/A,150,0,N/A,2:00 AM,Radio,1,18-   Province ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775205,2955520
CAL-132895,Active,Night Club,9/12/14,12/31/22,"MRJ, Inc.",Hub Pub,1 FLOOR SHOW IS TO CONSIST COMEDIAN ONLY 2 CAPACITY MEZZANINE 80 PERSONS 3 FIRST 70 4 INSTRUMENTAL VOCAL MUSIC NOT EXCEED FIVE 5 PERFORMERS,Michael Zeghibe,Michael Zeghibe,N/A,N/A,150,0,N/A,2:00 AM,Jukebox,1,18-   Province ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775205,2955520
CAL-132895,Active,Night Club,9/12/14,12/31/22,"MRJ, Inc.",Hub Pub,1 FLOOR SHOW IS TO CONSIST COMEDIAN ONLY 2 CAPACITY MEZZANINE 80 PERSONS 3 FIRST 70 4 INSTRUMENTAL VOCAL MUSIC NOT EXCEED FIVE 5 PERFORMERS,Michael Zeghibe,Michael Zeghibe,N/A,N/A,150,0,N/A,2:00 AM,"Television (under 27"") / Monitor",1,18-   Province ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775205,2955520
CAL-132895,Active,Night Club,9/12/14,12/31/22,"MRJ, Inc.",Hub Pub,1 FLOOR SHOW IS TO CONSIST COMEDIAN ONLY 2 CAPACITY MEZZANINE 80 PERSONS 3 FIRST 70 4 INSTRUMENTAL VOCAL MUSIC NOT EXCEED FIVE 5 PERFORMERS,Michael Zeghibe,Michael Zeghibe,N/A,N/A,150,720,0,2:00 AM,Widescreen Television,4,18-   Province ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775205,2955520
CAL-132895,Active,Night Club,9/12/14,12/31/22,"MRJ, Inc.",Hub Pub,1 FLOOR SHOW IS TO CONSIST COMEDIAN ONLY 2 CAPACITY MEZZANINE 80 PERSONS 3 FIRST 70 4 INSTRUMENTAL VOCAL MUSIC NOT EXCEED FIVE 5 PERFORMERS,Michael Zeghibe,Michael Zeghibe,N/A,N/A,150,0,N/A,2:00 AM,DVD/VCR,1,18-   Province ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775205,2955520
CAL-132895,Active,Night Club,9/12/14,12/31/22,"MRJ, Inc.",Hub Pub,1 FLOOR SHOW IS TO CONSIST COMEDIAN ONLY 2 CAPACITY MEZZANINE 80 PERSONS 3 FIRST 70 4 INSTRUMENTAL VOCAL MUSIC NOT EXCEED FIVE 5 PERFORMERS,Michael Zeghibe,Michael Zeghibe,N/A,N/A,150,0,N/A,2:00 AM,Auto Amusement Device/Game,2,18-   Province ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,775205,2955520
CAL-132930,Active,Non-Live Entertainment,9/12/14,12/31/22,Chucks Café Inc.,Paramount,N/A,Michael J Bissanti,Michael J Bissanti,N/A,N/A,48,0,48,1:00 AM,Cassette/CD Player,1,44-   Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772316,2955500
CAL-132930,Active,Non-Live Entertainment,9/12/14,12/31/22,Chucks Café Inc.,Paramount,N/A,Michael J Bissanti,Michael J Bissanti,N/A,N/A,48,0,0,1:00 AM,Radio,1,44-   Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772316,2955500
CAL-132930,Active,Non-Live Entertainment,9/12/14,12/31/22,Chucks Café Inc.,Paramount,N/A,Michael J Bissanti,Michael J Bissanti,N/A,N/A,48,0,0,1:00 AM,"Television (under 27"") / Monitor",1,44-   Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772316,2955500
CAL-132930,Active,Non-Live Entertainment,9/12/14,12/31/22,Chucks Café Inc.,Paramount,N/A,Michael J Bissanti,Michael J Bissanti,N/A,N/A,48,180,0,1:00 AM,DVD/VCR,1,44-   Charles ST,Boston,MA,2114,Downtown/Charlestown/North End,A-1,772316,2955500
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,800,202,1:00 AM,Cassette/CD Player,1,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,0,0,1:00 AM,Radio,1,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,0,N/A,1:00 AM,Jukebox,1,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,0,N/A,1:00 AM,"Television (under 27"") / Monitor",2,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,0,N/A,1:00 AM,Widescreen Television,5,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,180,0,1:00 AM,DVD/VCR,1,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,0,N/A,1:00 AM,Dartboard,1,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,0,N/A,1:00 AM,Disc Jockey,1,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,0,N/A,1:00 AM,Instrumental/Vocal,5,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,0,N/A,1:00 AM,Dancing by Patrons,1,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,50,0,1:00 AM,Trivia,1,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,0,0,1:00 AM,Karaoke,1,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-133425,Active,Night Club,9/12/14,12/31/22,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,Michael S Moxley,Michael S Moxley,(617)524-2500,N/A,202,560,0,N/A,Auto Amusement Device/Game,4,435-439 S Huntington AVE,Jamaica Plain,MA,2130,Jamaica Plain,E-13,761099.0896,2941798.386
CAL-132827,Active,Non-Live Entertainment,9/12/14,12/31/22,"Chewing Ventures Partners, LLC",Foumami,N/A,Michael Y J Wang,Michael Y J Wang,N/A,N/A,49,0,49,06:00pm,Radio,1,225-   Franklin ST,Boston,MA,2110,Downtown/Charlestown/North End,A-1,776697,2955120
CAL-132819,Active,Live Entertainment,9/12/14,12/31/22,"Rebecca's Café, Inc.",East Meets West (Exchange),1 ENTERTAINMENT MUST CEASE 00 AM 2 IS TO BE OFFERED PRIVATE FUNCTIONS ONLY 3 INSTRUMENTAL VOCAL MUSIC LIMITED 7 PERFORMERS 4 DOORS WINDOWS KEPT CLOSED WHILE LIVE ONGOING PREVENT EMANATION NOISE,Michele Stump,Michele Stump,N/A,N/A,400,1000,400,1:00 AM,Cassette/CD Player,1,212-  Northern AVE,Boston,MA,2210,South Boston,C-6,781201.2987,2953601.667
CAL-132819,Active,Live Entertainment,9/12/14,12/31/22,"Rebecca's Café, Inc.",East Meets West (Exchange),1 ENTERTAINMENT MUST CEASE 00 AM 2 IS TO BE OFFERED PRIVATE FUNCTIONS ONLY 3 INSTRUMENTAL VOCAL MUSIC LIMITED 7 PERFORMERS 4 DOORS WINDOWS KEPT CLOSED WHILE LIVE ONGOING PREVENT EMANATION NOISE,Michele Stump,Michele Stump,N/A,N/A,400,0,0,1:00 AM,Dancing by Patrons,1,212-  Northern AVE,Boston,MA,2210,South Boston,C-6,781201.2987,2953601.667
CAL-132819,Active,Live Entertainment,9/12/14,12/31/22,"Rebecca's Café, Inc.",East Meets West (Exchange),1 ENTERTAINMENT MUST CEASE 00 AM 2 IS TO BE OFFERED PRIVATE FUNCTIONS ONLY 3 INSTRUMENTAL VOCAL MUSIC LIMITED 7 PERFORMERS 4 DOORS WINDOWS KEPT CLOSED WHILE LIVE ONGOING PREVENT EMANATION NOISE,Michele Stump,Michele Stump,N/A,N/A,400,0,0,1:00 AM,Instrumental/Vocal,7,212-  Northern AVE,Boston,MA,2210,South Boston,C-6,781201.2987,2953601.667
CAL-132819,Active,Live Entertainment,9/12/14,12/31/22,"Rebecca's Café, Inc.",East Meets West (Exchange),1 ENTERTAINMENT MUST CEASE 00 AM 2 IS TO BE OFFERED PRIVATE FUNCTIONS ONLY 3 INSTRUMENTAL VOCAL MUSIC LIMITED 7 PERFORMERS 4 DOORS WINDOWS KEPT CLOSED WHILE LIVE ONGOING PREVENT EMANATION NOISE,Michele Stump,Michele Stump,N/A,N/A,400,250,0,1:00 AM,Exhibition/Trade Show,140,212-  Northern AVE,Boston,MA,2210,South Boston,C-6,781201.2987,2953601.667
CAL-132819,Active,Live Entertainment,9/12/14,12/31/22,"Rebecca's Café, Inc.",East Meets West (Exchange),1 ENTERTAINMENT MUST CEASE 00 AM 2 IS TO BE OFFERED PRIVATE FUNCTIONS ONLY 3 INSTRUMENTAL VOCAL MUSIC LIMITED 7 PERFORMERS 4 DOORS WINDOWS KEPT CLOSED WHILE LIVE ONGOING PREVENT EMANATION NOISE,Michele Stump,Michele Stump,N/A,N/A,400,0,0,N/A,Disc Jockey,1,212-  Northern AVE,Boston,MA,2210,South Boston,C-6,781201.2987,2953601.667
CAL-132684,Active,Live Entertainment,9/12/14,12/31/22,Mimeba Corp.,El Penol,1 INSTRUMENTAL MUSIC IS LIMITED TO PERFORMER LICENSEE MUST CAREFULLY MONITOR SOUND LEVELS ENSURE DOES NOT EMANATE FROM PREMISES,Miguel A Medina,Miguel A Medina,N/A,N/A,49,400,49,10:00 PM,Radio,1,54-   Bennington ST,East Boston,MA,2128,East Boston,A-7,781244,2962310
CAL-132684,Active,Live Entertainment,9/12/14,12/31/22,Mimeba Corp.,El Penol,1 INSTRUMENTAL MUSIC IS LIMITED TO PERFORMER LICENSEE MUST CAREFULLY MONITOR SOUND LEVELS ENSURE DOES NOT EMANATE FROM PREMISES,Miguel A Medina,Miguel A Medina,N/A,N/A,49,360,0,N/A,Widescreen Television,2,54-   Bennington ST,East Boston,MA,2128,East Boston,A-7,781244,2962310
CAL-132684,Active,Live Entertainment,9/12/14,12/31/22,Mimeba Corp.,El Penol,1 INSTRUMENTAL MUSIC IS LIMITED TO PERFORMER LICENSEE MUST CAREFULLY MONITOR SOUND LEVELS ENSURE DOES NOT EMANATE FROM PREMISES,Miguel A Medina,Miguel A Medina,N/A,N/A,49,0,0,N/A,Instrumental/Vocal,1,54-   Bennington ST,East Boston,MA,2128,East Boston,A-7,781244,2962310
CAL-133042,Active,Night Club,9/12/14,12/31/22,"Paige Hospitality, Inc.",Hava Lounge,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 FLOORSHOW PERMITTED ON WEDNESDAYS FRIDAYS SATURDAYS,Miller Thomas,Miller Thomas,N/A,N/A,382,0,382,2:00 AM,Instrumental/Vocal,4,246-   Tremont ST,Boston,MA,2116,Downtown/Charlestown/North End,A-1,773842,2953120
CAL-133042,Active,Night Club,9/12/14,12/31/22,"Paige Hospitality, Inc.",Hava Lounge,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 FLOORSHOW PERMITTED ON WEDNESDAYS FRIDAYS SATURDAYS,Miller Thomas,Miller Thomas,N/A,N/A,382,0,0,2:00 AM,Dancing by Patrons,1,246-   Tremont ST,Boston,MA,2116,Downtown/Charlestown/North End,A-1,773842,2953120
CAL-133042,Active,Night Club,9/12/14,12/31/22,"Paige Hospitality, Inc.",Hava Lounge,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 FLOORSHOW PERMITTED ON WEDNESDAYS FRIDAYS SATURDAYS,Miller Thomas,Miller Thomas,N/A,N/A,382,0,0,2:00 AM,Audio Device,1,246-   Tremont ST,Boston,MA,2116,Downtown/Charlestown/North End,A-1,773842,2953120
CAL-133042,Active,Night Club,9/12/14,12/31/22,"Paige Hospitality, Inc.",Hava Lounge,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 FLOORSHOW PERMITTED ON WEDNESDAYS FRIDAYS SATURDAYS,Miller Thomas,Miller Thomas,N/A,N/A,382,180,0,2:00 AM,Widescreen Television,1,246-   Tremont ST,Boston,MA,2116,Downtown/Charlestown/North End,A-1,773842,2953120
CAL-133042,Active,Night Club,9/12/14,12/31/22,"Paige Hospitality, Inc.",Hava Lounge,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 FLOORSHOW PERMITTED ON WEDNESDAYS FRIDAYS SATURDAYS,Miller Thomas,Miller Thomas,N/A,N/A,382,0,0,2:00 AM,Disc Jockey,1,246-   Tremont ST,Boston,MA,2116,Downtown/Charlestown/North End,A-1,773842,2953120
CAL-133042,Active,Night Club,9/12/14,12/31/22,"Paige Hospitality, Inc.",Hava Lounge,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 FLOORSHOW PERMITTED ON WEDNESDAYS FRIDAYS SATURDAYS,Miller Thomas,Miller Thomas,N/A,N/A,382,0,0,N/A,Floor Show,1,246-   Tremont ST,Boston,MA,2116,Downtown/Charlestown/North End,A-1,773842,2953120
CAL-132888,Active,Non-Live Entertainment,9/12/14,12/31/22,Garden Halal Meat Market LLC,Garden Halal Restaurant,N/A,Mohamed Chitaovi,Mohamed Chitaovi,N/A,N/A,20,180,20,02:00am,Widescreen Television,1,96-   Blackstone ST,Boston,MA,2109,Downtown/Charlestown/North End,A-1,776054,2957070
CAL-133330,Active,Non-Live Entertainment,9/12/14,12/31/22,Societe Air France,Air France Lounge,N/A,Myriam Tiken,Myriam Tiken,(617)569-1306,N/A,206,360,206,11:00 PM,Widescreen Television,2,500     Logan Airport Terminal E  ,East Boston,MA,2128,East Boston,A-7,0,0
CAL-132892,Active,Non-Live Entertainment,9/12/14,12/31/22,"Cuisine de Asia, Inc.",Billy Tse,1 ALL ENTERTAINMENT MUST CEASE 12 00 AM TO COINCIDE WITH ALCOHOLIC BEVERAGE COMMON VICTUALLER LICENSE,Nancy Chan,Nancy Chan,6177920300,N/A,90,900,90,12:00 AM,Widescreen Television,5,240-246   Commercial ST,Boston,MA,2109,Downtown/Charlestown/North End,A-1,777387.2176,2957934.925
CAL-132892,Active,Non-Live Entertainment,9/12/14,12/31/22,"Cuisine de Asia, Inc.",Billy Tse,1 ALL ENTERTAINMENT MUST CEASE 12 00 AM TO COINCIDE WITH ALCOHOLIC BEVERAGE COMMON VICTUALLER LICENSE,Nancy Chan,Nancy Chan,6177920300,N/A,90,0,0,12:00 AM,Audio Device,1,240-246   Commercial ST,Boston,MA,2109,Downtown/Charlestown/North End,A-1,777387.2176,2957934.925
CAL-132237,Active,Non-Live Entertainment,9/12/14,12/31/22,"Donan, Inc.",Artu,1 ENTERTAINMENT MUST STOP 2 00 AM ALL DOORS WINDOWS BE CLOSED 10 PM,Nancy Frattaroli,Nancy Frattaroli,(617)742-4336,N/A,99,0,99,2:00 AM,Cassette/CD Player,1,6-   Prince ST,Boston,MA,2113,Downtown/Charlestown/North End,A-1,776775.9493,2958026.47
CAL-132237,Active,Non-Live Entertainment,9/12/14,12/31/22,"Donan, Inc.",Artu,1 ENTERTAINMENT MUST STOP 2 00 AM ALL DOORS WINDOWS BE CLOSED 10 PM,Nancy Frattaroli,Nancy Frattaroli,(617)742-4336,N/A,99,0,0,2:00 AM,Radio,1,6-   Prince ST,Boston,MA,2113,Downtown/Charlestown/North End,A-1,776775.9493,2958026.47
CAL-132237,Active,Non-Live Entertainment,9/12/14,12/31/22,"Donan, Inc.",Artu,1 ENTERTAINMENT MUST STOP 2 00 AM ALL DOORS WINDOWS BE CLOSED 10 PM,Nancy Frattaroli,Nancy Frattaroli,(617)742-4336,N/A,99,0,0,2:00 AM,"Television (under 27"") / Monitor",1,6-   Prince ST,Boston,MA,2113,Downtown/Charlestown/North End,A-1,776775.9493,2958026.47
CAL-132237,Active,Non-Live Entertainment,9/12/14,12/31/22,"Donan, Inc.",Artu,1 ENTERTAINMENT MUST STOP 2 00 AM ALL DOORS WINDOWS BE CLOSED 10 PM,Nancy Frattaroli,Nancy Frattaroli,(617)742-4336,N/A,99,180,0,2:00 AM,Widescreen Television,1,6-   Prince ST,Boston,MA,2113,Downtown/Charlestown/North End,A-1,776775.9493,2958026.47
CAL-132825,Active,Non-Live Entertainment,9/12/14,12/31/22,Asain Cuisine Inc.,Typhoon,N/A,Nhan H Phan-Nguyen,Nhan H Phan-Nguyen,N/A,N/A,72,0,72,1:00 AM,Audio Device,1,725-  Boylston ST,Boston,MA,2116,Back Bay/South End,D-4,769656.7598,2952695.735
CAL-132825,Active,Non-Live Entertainment,9/12/14,12/31/22,Asain Cuisine Inc.,Typhoon,N/A,Nhan H Phan-Nguyen,Nhan H Phan-Nguyen,N/A,N/A,72,360,0,1:00 AM,Widescreen Television,2,725-  Boylston ST,Boston,MA,2116,Back Bay/South End,D-4,769656.7598,2952695.735
